days	index	term	rate
740	LIBOR	6M	0.0828577652645
741	LIBOR	6M	0.0895808742965
742	LIBOR	6M	0.0898973326214
743	LIBOR	6M	0.0811119665261
744	LIBOR	6M	0.0891066780201
745	LIBOR	6M	0.0865994031783
746	LIBOR	6M	0.0800075206864
747	LIBOR	6M	0.0819478917515
748	LIBOR	6M	0.0832916296902
749	LIBOR	6M	0.0800519259495
750	LIBOR	6M	0.080074153934
751	LIBOR	6M	0.0811548807229
752	LIBOR	6M	0.0822242976469
753	LIBOR	6M	0.0866447924318
754	LIBOR	6M	0.0864538983315
755	LIBOR	6M	0.0863884040463
756	LIBOR	6M	0.0842112116005
757	LIBOR	6M	0.0879688257639
758	LIBOR	6M	0.084462633966
759	LIBOR	6M	0.0886886502621
760	LIBOR	6M	0.0898139868217
761	LIBOR	6M	0.0813869544189
762	LIBOR	6M	0.080732169542
763	LIBOR	6M	0.0864217100773
764	LIBOR	6M	0.0838529467177
765	LIBOR	6M	0.0811419510785
766	LIBOR	6M	0.0859242110739
767	LIBOR	6M	0.0886904449794
768	LIBOR	6M	0.0897393058382
769	LIBOR	6M	0.0804934964897
770	LIBOR	6M	0.0820135342502
771	LIBOR	6M	0.0819880186537
772	LIBOR	6M	0.0826498652112
773	LIBOR	6M	0.0817221828871
774	LIBOR	6M	0.0833595799134
775	LIBOR	6M	0.080467936794
776	LIBOR	6M	0.0829806025623
777	LIBOR	6M	0.0864759901671
778	LIBOR	6M	0.0844907608066
779	LIBOR	6M	0.087362382418
780	LIBOR	6M	0.0802316801293
781	LIBOR	6M	0.0831110439523
782	LIBOR	6M	0.0888676851548
783	LIBOR	6M	0.0824574453557
784	LIBOR	6M	0.0892347909313
785	LIBOR	6M	0.0884891428916
786	LIBOR	6M	0.0846966556283
787	LIBOR	6M	0.0868789244918
788	LIBOR	6M	0.0824897918112
789	LIBOR	6M	0.0842265525325
790	LIBOR	6M	0.0894424880182
791	LIBOR	6M	0.0851904470609
792	LIBOR	6M	0.0828702633094
793	LIBOR	6M	0.086994695958
794	LIBOR	6M	0.0821797577078
795	LIBOR	6M	0.08017784602
796	LIBOR	6M	0.0889698881556
797	LIBOR	6M	0.080442610026
798	LIBOR	6M	0.0844536374408
799	LIBOR	6M	0.0857323052022
800	LIBOR	6M	0.0851260458255
801	LIBOR	6M	0.0815437549265
802	LIBOR	6M	0.08783396974
803	LIBOR	6M	0.0825657409837
804	LIBOR	6M	0.0893774141244
805	LIBOR	6M	0.0833037064214
806	LIBOR	6M	0.0887393918528
807	LIBOR	6M	0.088637176436
808	LIBOR	6M	0.0825252343411
809	LIBOR	6M	0.0804005771999
810	LIBOR	6M	0.0876168122161
811	LIBOR	6M	0.0865462265818
812	LIBOR	6M	0.0828157422854
813	LIBOR	6M	0.0845205152651
814	LIBOR	6M	0.0810410702659
815	LIBOR	6M	0.0865777337632
816	LIBOR	6M	0.0853281184763
817	LIBOR	6M	0.0811552581971
818	LIBOR	6M	0.0834313649022
819	LIBOR	6M	0.082445064887
820	LIBOR	6M	0.0807733280321
821	LIBOR	6M	0.0826165333056
822	LIBOR	6M	0.0838489934033
823	LIBOR	6M	0.0859642120825
824	LIBOR	6M	0.0824622210161
825	LIBOR	6M	0.0828471864212
826	LIBOR	6M	0.0848478658936
827	LIBOR	6M	0.0801403895447
828	LIBOR	6M	0.0859993054671
829	LIBOR	6M	0.0895650533778
830	LIBOR	6M	0.088126370479
831	LIBOR	6M	0.0809314301569
832	LIBOR	6M	0.0837400772642
833	LIBOR	6M	0.0832724758954
834	LIBOR	6M	0.0827224954514
835	LIBOR	6M	0.0801771963508
836	LIBOR	6M	0.0827086342485
837	LIBOR	6M	0.0885119555045
838	LIBOR	6M	0.0801570812095
839	LIBOR	6M	0.0854084500829
840	LIBOR	6M	0.0819043242911
841	LIBOR	6M	0.0836605528831
842	LIBOR	6M	0.0861599578934
843	LIBOR	6M	0.0894396238876
844	LIBOR	6M	0.0801176654335
845	LIBOR	6M	0.0843243249102
846	LIBOR	6M	0.0849601088647
847	LIBOR	6M	0.0899728569928
848	LIBOR	6M	0.0835177952373
849	LIBOR	6M	0.0828577624675
850	LIBOR	6M	0.080989101167
851	LIBOR	6M	0.0850999324885
852	LIBOR	6M	0.0821251718621
853	LIBOR	6M	0.0829524679948
854	LIBOR	6M	0.0844778157982
855	LIBOR	6M	0.0843441908149
856	LIBOR	6M	0.0876724227759
857	LIBOR	6M	0.0861016750609
858	LIBOR	6M	0.0844297517796
859	LIBOR	6M	0.0840284725207
860	LIBOR	6M	0.0814175800942
861	LIBOR	6M	0.0895107400055
862	LIBOR	6M	0.0890594064488
863	LIBOR	6M	0.0826263171568
864	LIBOR	6M	0.0893011647401
865	LIBOR	6M	0.0841723872533
866	LIBOR	6M	0.0829947885337
867	LIBOR	6M	0.0862390360684
868	LIBOR	6M	0.0890083546296
869	LIBOR	6M	0.0802375598904
870	LIBOR	6M	0.0859605079327
871	LIBOR	6M	0.0804951850224
872	LIBOR	6M	0.0853504920413
873	LIBOR	6M	0.0899792557016
874	LIBOR	6M	0.0828758637406
875	LIBOR	6M	0.088910437184
876	LIBOR	6M	0.0875564526387
877	LIBOR	6M	0.0897506080366
878	LIBOR	6M	0.089010414919
879	LIBOR	6M	0.0801883438164
880	LIBOR	6M	0.0835139124999
881	LIBOR	6M	0.08589928243
882	LIBOR	6M	0.0805624246999
883	LIBOR	6M	0.0878111348622
884	LIBOR	6M	0.0887703290317
885	LIBOR	6M	0.0808912523861
886	LIBOR	6M	0.0822873531606
887	LIBOR	6M	0.0837823800704
888	LIBOR	6M	0.088455696984
889	LIBOR	6M	0.0872916187182
890	LIBOR	6M	0.085092168724
891	LIBOR	6M	0.0862613752956
892	LIBOR	6M	0.084390997199
893	LIBOR	6M	0.087332159679
894	LIBOR	6M	0.0899666072181
895	LIBOR	6M	0.08249491409
896	LIBOR	6M	0.0890389166411
897	LIBOR	6M	0.0813156803063
898	LIBOR	6M	0.0833696333064
899	LIBOR	6M	0.0877906658292
900	LIBOR	6M	0.0846900649868
901	LIBOR	6M	0.08972305946
902	LIBOR	6M	0.0853269129004
903	LIBOR	6M	0.0840565207118
904	LIBOR	6M	0.0867329810819
905	LIBOR	6M	0.0812940670961
906	LIBOR	6M	0.0898193884125
907	LIBOR	6M	0.0869373565311
908	LIBOR	6M	0.0859794889387
909	LIBOR	6M	0.0831681375673
910	LIBOR	6M	0.0838749917177
911	LIBOR	6M	0.0829936985707
912	LIBOR	6M	0.0881070004674
913	LIBOR	6M	0.0816672316342
914	LIBOR	6M	0.0843676338405
915	LIBOR	6M	0.0899724801924
916	LIBOR	6M	0.0858328315381
917	LIBOR	6M	0.0832920502469
918	LIBOR	6M	0.0897060804296
919	LIBOR	6M	0.0834103679548
920	LIBOR	6M	0.0807669924763
921	LIBOR	6M	0.0884696344702
922	LIBOR	6M	0.0857641258042
923	LIBOR	6M	0.0803733111312
924	LIBOR	6M	0.0857281533965
925	LIBOR	6M	0.0837935368292
926	LIBOR	6M	0.0823695470365
927	LIBOR	6M	0.0834743823279
928	LIBOR	6M	0.088505859394
929	LIBOR	6M	0.0877447528264
930	LIBOR	6M	0.0812902354449
931	LIBOR	6M	0.0866122968413
932	LIBOR	6M	0.0866275668734
933	LIBOR	6M	0.0822445254503
934	LIBOR	6M	0.0831846916888
935	LIBOR	6M	0.0899434709661
936	LIBOR	6M	0.0830724220386
937	LIBOR	6M	0.0879036235357
938	LIBOR	6M	0.0884982660093
939	LIBOR	6M	0.0861249601495
940	LIBOR	6M	0.0883006976176
941	LIBOR	6M	0.0806879445019
942	LIBOR	6M	0.0834076588219
943	LIBOR	6M	0.0822922245876
944	LIBOR	6M	0.0858687269542
945	LIBOR	6M	0.0843381557277
946	LIBOR	6M	0.0830023552556
947	LIBOR	6M	0.0862844837007
948	LIBOR	6M	0.0852201947446
949	LIBOR	6M	0.0849507838766
950	LIBOR	6M	0.0837959006887
951	LIBOR	6M	0.0889528574131
952	LIBOR	6M	0.0875491040814
953	LIBOR	6M	0.083124031341
954	LIBOR	6M	0.086098540377
955	LIBOR	6M	0.0869314867243
956	LIBOR	6M	0.0813612101552
957	LIBOR	6M	0.0801922351198
958	LIBOR	6M	0.0825056542732
959	LIBOR	6M	0.0879279371582
960	LIBOR	6M	0.0821940126765
961	LIBOR	6M	0.0836886763428
962	LIBOR	6M	0.0815663790332
963	LIBOR	6M	0.0868031265196
964	LIBOR	6M	0.086201480698
965	LIBOR	6M	0.086408039364
966	LIBOR	6M	0.0867869455525
967	LIBOR	6M	0.080152503387
968	LIBOR	6M	0.0877048931977
969	LIBOR	6M	0.0896906471052
970	LIBOR	6M	0.0813164998084
971	LIBOR	6M	0.0834517406702
972	LIBOR	6M	0.0835315559602
973	LIBOR	6M	0.0894025901847
974	LIBOR	6M	0.0893865696955
975	LIBOR	6M	0.0865785533703
976	LIBOR	6M	0.0806744731671
977	LIBOR	6M	0.0875185786463
978	LIBOR	6M	0.0813659544712
979	LIBOR	6M	0.0805712254498
980	LIBOR	6M	0.0888612284341
981	LIBOR	6M	0.0882970004367
982	LIBOR	6M	0.0864472078617
983	LIBOR	6M	0.0873847799513
984	LIBOR	6M	0.0857836728363
985	LIBOR	6M	0.0826413255138
986	LIBOR	6M	0.0843353132464
987	LIBOR	6M	0.0801346534343
988	LIBOR	6M	0.0888540486563
989	LIBOR	6M	0.0863531983113
990	LIBOR	6M	0.0811307094227
991	LIBOR	6M	0.0858146274251
992	LIBOR	6M	0.0884378300709
993	LIBOR	6M	0.0876679290635
994	LIBOR	6M	0.0813278379075
995	LIBOR	6M	0.0812826168573
996	LIBOR	6M	0.0827444467614
997	LIBOR	6M	0.0850746044054
998	LIBOR	6M	0.0848927220716
999	LIBOR	6M	0.0828786347287
1000	LIBOR	6M	0.0807159653204
1001	LIBOR	6M	0.0853250441147
1002	LIBOR	6M	0.087588122734
1003	LIBOR	6M	0.0882757537064
1004	LIBOR	6M	0.0825359489575
1005	LIBOR	6M	0.08411396833
1006	LIBOR	6M	0.0896299625248
1007	LIBOR	6M	0.0896016460574
1008	LIBOR	6M	0.0886032611554
1009	LIBOR	6M	0.0896901863506
1010	LIBOR	6M	0.0897050986569
1011	LIBOR	6M	0.0879333497052
1012	LIBOR	6M	0.0826238649839
1013	LIBOR	6M	0.0820221685047
1014	LIBOR	6M	0.0801716090684
1015	LIBOR	6M	0.0844120484383
1016	LIBOR	6M	0.0850035574423
1017	LIBOR	6M	0.0893673000343
1018	LIBOR	6M	0.0823547099273
1019	LIBOR	6M	0.0806883489916
1020	LIBOR	6M	0.084923797323
1021	LIBOR	6M	0.0891509561876
1022	LIBOR	6M	0.081760359855
1023	LIBOR	6M	0.0878762014728
1024	LIBOR	6M	0.083460283765
1025	LIBOR	6M	0.0845879880705
1026	LIBOR	6M	0.0898003218697
1027	LIBOR	6M	0.0853647737077
1028	LIBOR	6M	0.0882984626965
1029	LIBOR	6M	0.0874370084167
1030	LIBOR	6M	0.0803641632147
1031	LIBOR	6M	0.0803652132148
1032	LIBOR	6M	0.0858119642601
1033	LIBOR	6M	0.0888221007392
1034	LIBOR	6M	0.082083924972
1035	LIBOR	6M	0.0803142961794
1036	LIBOR	6M	0.0880402032915
1037	LIBOR	6M	0.0878185925396
1038	LIBOR	6M	0.0894978798224
1039	LIBOR	6M	0.0842017666792
1040	LIBOR	6M	0.081978191505
1041	LIBOR	6M	0.0882807393669
1042	LIBOR	6M	0.080931399186
1043	LIBOR	6M	0.0846097377376
1044	LIBOR	6M	0.0871364845971
1045	LIBOR	6M	0.0849824714613
1046	LIBOR	6M	0.0863137755981
1047	LIBOR	6M	0.0817659115526
1048	LIBOR	6M	0.0825693087128
1049	LIBOR	6M	0.0893809699348
1050	LIBOR	6M	0.0826710412347
1051	LIBOR	6M	0.0898522883037
1052	LIBOR	6M	0.0812142600233
1053	LIBOR	6M	0.0865972739263
1054	LIBOR	6M	0.0892584046742
1055	LIBOR	6M	0.0807454111173
1056	LIBOR	6M	0.0864291636414
1057	LIBOR	6M	0.081774457653
1058	LIBOR	6M	0.0897220206908
1059	LIBOR	6M	0.0881027797748
1060	LIBOR	6M	0.0844085868252
1061	LIBOR	6M	0.0855684462705
1062	LIBOR	6M	0.0881672270296
1063	LIBOR	6M	0.081519186095
1064	LIBOR	6M	0.0863461639538
1065	LIBOR	6M	0.0873945671923
1066	LIBOR	6M	0.080398003634
1067	LIBOR	6M	0.0812577290973
1068	LIBOR	6M	0.0851651962459
1069	LIBOR	6M	0.0823143533456
1070	LIBOR	6M	0.0848087631074
1071	LIBOR	6M	0.0829797356217
1072	LIBOR	6M	0.086201326952
1073	LIBOR	6M	0.0801595534469
1074	LIBOR	6M	0.0878060412156
1075	LIBOR	6M	0.0834141723235
1076	LIBOR	6M	0.0807440355546
1077	LIBOR	6M	0.0828379605814
1078	LIBOR	6M	0.0864343753103
1079	LIBOR	6M	0.0887981797734
1080	LIBOR	6M	0.087322900957
1081	LIBOR	6M	0.0878313331201
1082	LIBOR	6M	0.0804673840798
1083	LIBOR	6M	0.0848851774647
1084	LIBOR	6M	0.0842827373852
1085	LIBOR	6M	0.0820056223179
1086	LIBOR	6M	0.0896729550534
1087	LIBOR	6M	0.0866543217577
1088	LIBOR	6M	0.0816608936076
1089	LIBOR	6M	0.0890496418002
1090	LIBOR	6M	0.0832711321194
1091	LIBOR	6M	0.0859197626753
1092	LIBOR	6M	0.0876686752864
1093	LIBOR	6M	0.0856781594794
1094	LIBOR	6M	0.0833200920956
1095	LIBOR	6M	0.0811686001067
1096	LIBOR	6M	0.0859660536915
1097	LIBOR	6M	0.0888841536072
